-5.100547313690185547e+00,1.444080924987792969e+01
-1.288939380645751953e+01,1.645980644226074219e+01
-4.632991313934326172e+00,1.691160964965820312e+01
-1.201196670532226562e+01,1.881089401245117188e+01
-4.925190925598144531e+00,1.504637145996093750e+01
-4.750055789947509766e+00,1.617935752868652344e+01
-1.272119998931884766e+01,1.705993080139160156e+01
-1.228950500488281250e+01,1.811644554138183594e+01
-5.504796981811523438e+00,1.300565052032470703e+01
-1.327323055267333984e+01,1.500357437133789062e+01
-5.663288116455078125e+00,1.240618419647216797e+01
-1.342704105377197266e+01,1.439993667602539062e+01
-6.267685890197753906e+00,1.067206859588623047e+01
-6.052399158477783203e+00,1.135103702545166016e+01
-1.366473960876464844e+01,1.252705860137939453e+01
-1.357772064208984375e+01,1.327395248413085938e+01
-5.099457740783691406e+00,1.444058513641357422e+01
-1.288945388793945312e+01,1.646137809753417969e+01
-4.636692047119140625e+00,1.691547012329101562e+01
-1.201504707336425781e+01,1.881243133544921875e+01
-5.502594947814941406e+00,1.300649547576904297e+01
-6.267765522003173828e+00,1.067260551452636719e+01
-1.327321434020996094e+01,1.500566577911376953e+01
-1.366597080230712891e+01,1.253410148620605469e+01
-4.927586555480957031e+00,1.504635143280029297e+01
-1.272016620635986328e+01,1.706007385253906250e+01
-5.666241168975830078e+00,1.240864944458007812e+01
-1.342630767822265625e+01,1.439957904815673828e+01
-4.748929500579833984e+00,1.617870330810546875e+01
-6.051084041595458984e+00,1.135165882110595703e+01
-1.229229640960693359e+01,1.811964416503906250e+01
-1.357906341552734375e+01,1.327474594116210938e+01
-6.115295886993408203e+00,1.469663715362548828e+01
-1.186277675628662109e+01,1.616768836975097656e+01
-5.441842555999755859e+00,1.735355949401855469e+01
-1.111376476287841797e+01,1.877154541015625000e+01
-5.954766750335693359e+00,1.535050964355468750e+01
-5.704479694366455078e+00,1.654410934448242188e+01
-1.166491699218750000e+01,1.678964424133300781e+01
-1.128685569763183594e+01,1.793738746643066406e+01
-6.113992691040039062e+00,1.469727897644042969e+01
-1.187144279479980469e+01,1.616765785217285156e+01
-5.950520515441894531e+00,1.535099506378173828e+01
-1.166839981079101562e+01,1.679167556762695312e+01
-5.444435596466064453e+00,1.735636901855468750e+01
-5.705724239349365234e+00,1.654425621032714844e+01
-1.111314773559570312e+01,1.877458763122558594e+01
-1.129010200500488281e+01,1.793795394897460938e+01
-6.507075786590576172e+00,1.327939033508300781e+01
-1.224248027801513672e+01,1.475855636596679688e+01
-7.211308479309082031e+00,1.063368606567382812e+01
-1.286769390106201172e+01,1.212854766845703125e+01
-6.506621360778808594e+00,1.327886581420898438e+01
-7.211878776550292969e+00,1.063387393951416016e+01
-1.224186325073242188e+01,1.476231193542480469e+01
-1.286865329742431641e+01,1.213379955291748047e+01
-6.714542388916015625e+00,1.263539981842041016e+01
-1.238206863403320312e+01,1.411442565917968750e+01
-6.711406230926513672e+00,1.263361072540283203e+01
-1.238285350799560547e+01,1.411451530456542969e+01
-7.081425189971923828e+00,1.146046447753906250e+01
-7.081875324249267578e+00,1.146144294738769531e+01
-1.261370754241943359e+01,1.293484401702880859e+01
-1.261682415008544922e+01,1.294050788879394531e+01
-8.200000762939453125e+00,1.532619476318359375e+01
-9.684536933898925781e+00,1.568069458007812500e+01
-7.400312423706054688e+00,1.817985534667968750e+01
-9.035526275634765625e+00,1.858174896240234375e+01
-8.008800506591796875e+00,1.609201431274414062e+01
-7.677172660827636719e+00,1.734150505065917969e+01
-9.487676620483398438e+00,1.642770004272460938e+01
-9.186315536499023438e+00,1.769648933410644531e+01
-8.607698440551757812e+00,1.376477432250976562e+01
-1.009467601776123047e+01,1.414389801025390625e+01
-8.820450782775878906e+00,1.299986648559570312e+01
-1.028766059875488281e+01,1.339435386657714844e+01
-9.322527885437011719e+00,1.084250640869140625e+01
-9.176979064941406250e+00,1.172322845458984375e+01
-1.095862293243408203e+01,1.128854370117187500e+01
-1.065457630157470703e+01,1.213220882415771484e+01
-7.438004970550537109e+00,1.508948802947998047e+01
-1.049983501434326172e+01,1.583953475952148438e+01
-6.638795375823974609e+00,1.793199539184570312e+01
-9.820114135742187500e+00,1.871632385253906250e+01
-7.831073760986328125e+00,1.360293292999267578e+01
-8.545680999755859375e+00,1.069294452667236328e+01
-1.089025497436523438e+01,1.437650203704833984e+01
-1.170616531372070312e+01,1.155917263031005859e+01
-7.223704338073730469e+00,1.583924388885498047e+01
-1.031892681121826172e+01,1.657601928710937500e+01
-8.036030769348144531e+00,1.283533573150634766e+01
-1.108628273010253906e+01,1.365152072906494141e+01
-6.918038368225097656e+00,1.707032203674316406e+01
-8.383008003234863281e+00,1.158558368682861328e+01
-9.984426498413085938e+00,1.780477333068847656e+01
-1.139936256408691406e+01,1.242093753814697266e+01
-8.198108673095703125e+00,1.532703208923339844e+01
-9.687849044799804688e+00,1.568160343170166016e+01
